Dataset Source,accessURI,modifiedBy,verifiedBy,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,substrate,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
EMu Field Museum | African Plants Portal,https://fm-digital-assets.fieldmuseum.org/2433/459/V0573776F.jpg,,,0000_V0573776F.jpg,E. Heller & Mearns,E. Heller,Mearns,8752,"Jan. 16 to Feb. 2, 1909",1909-01-16,1909-02-02,Cyperus maculatus Boeck.,Cyperus maculatus Boeck.,N/A,19.10.1912,N/A,Congo Free State,N/A,N/A,N/A,"""Rhino Camp"", Bahr el Jebel, Lado Enclave, Congo Free State","""Rhino Camp"", Bahr el Jebel, Lado Enclave",N/A,N/A,N/A,N/A,463860,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/954/C2010614F.jpg,,,0270_C2010614F.jpg,J.F. Leroy,J.f Leroy,N/A,18.07.1942,XI. 1942,1942-11-00,1942-11-00,Isoetes velatum A. Braun Rhizomate crasso foliisque dense lanosis,Isoetes velatum A. Braun,O. Crozals,XI. 1942,N/A,France,Pyrénées-Orientales,N/A,N/A,"Sous le Roc de la Pala, Vallée d'Eyne","Sous le Roc de la Pala, Vallée d'Eyne",[precise habitat unknown],soil,alt. 1750 m,N/A,1050871,Mix of Handwritten and Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/956/C2010616F.jpg,,,0271_C2010616F.jpg,M. Arnaud,M. Arnaud,N/A,75360,7.01.1976,1976-01-07,N/A,Sphagnum uncinatum H. Beauv. Schimp.,Sphagnum uncinatum H. Beauv. Schimp.,N/A,N/A,N/A,Guinée,N/A,N/A,N/A,"Futa Jallon', val d'ouma, entre T. Mariama et Niare'","Futa Jallon', val d'ouma, entre T. Mariama et Niare'",falaise forestière,soil,alt. 1700m,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/958/C2010618F.jpg,,,0272_C2010618F.jpg,Dixon's Musci Britannici,Dixon,N/A,N/A,N/A,N/A,N/A,"Hypopterygium wilsonii, ",Hypopterygium wilsonii (Assuming no other determination labels present),N/A,N/A,N/A,N/A,N/A,N/A,N/A,[precise locality unknown],[precise locality unknown],N/A,N/A,N/A,N/A,1058318,Mix of Handwritten and Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/960/C2010620F.jpg,,,0273_C2010620F.jpg,Jos. Rohlena u. Stiebenberger,Jos. Rohlena,Stiebenberger,9864,23. August 1850,1850-08-23,N/A,Polygonum aviculare L.,Polygonum aviculare L.,N/A,N/A,N/A,Germany,Bayern,N/A,N/A,An Wegrändern bei Salurn,[precise locality unknown],N/A,N/A,N/A,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/962/C2010622F.jpg,,,0274_C2010622F.jpg,Dr. Hopp.,Dr. Hopp,N/A,9986,17. Oktober 1862,1862-10-17,1862-10-17,Pogonatum urnigerum (L.) P. Beauv.,Pogonatum urnigerum (L.) P. Beauv.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Aus dem Waldauwalde und von rothen Sandsteinfelsen oberhalb Doberzeit,[precise locality unknown],Waldauwalde und rothen Sandsteinfelsen,N/A,N/A,N/A,1054981,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/964/C2010624F.jpg,,,0275_C2010624F.jpg,A. Löhr and W. Schaffhausen,A. Löhr,W. Schaffhausen,9688 d.,September 1952,1952-09-00,1952-09-00,Pogonatum urnigerum (L.) P. Beauv.,Pogonatum urnigerum (L.) P. Beauv.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,soil,N/A,N/A,1055050,Handwritten,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/966/C2010626F.jpg,,,0276_C2010626F.jpg,C. Jensen,C. Jensen,N/A,104,"November 21, 1904",1904-11-21,N/A,Pogonatum urnigerum (Hedw.) P. C. f.,Pogonatum urnigerum (Hedw.) P. C. f.,C. Jensen,N/A,N/A,New Zealand,N/A,N/A,Mangataksow,sandy soil in Mangataksow south of Hawkes,sandy soil in Mangataksow south of Hawkes,sandy soil,soil,N/A,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/968/C2010974F.jpg,,,0277_C2010974F.jpg,P. Allorge,P. Allorge,N/A,49,"Marzo, 1928",1928-03-00,1928-03-00,"Pogonatum urnigerum (Linb. Sp. Plant. II, p. 1409, n. 1333, ad pl. Julich.) Palustre Beauvois Prod. p. 68. T. V. = Polytrichum urnigerum (Lindb.) Aloina julica (Schultz.) Douin (Mitt. m.) = Aulacomnium palustre (L.) C. Müll. (pl H.) = Polytrichum julicum (Lund.) Warnst. = P. schimperi Bryotheca Iberica",Bryotheca Iberica,N/A,N/A,N/A,Spain,Navarra,N/A,Puente la Reina,Puente la Reina (Navarra),Puente la Reina,Talus argileux (schisteux) avec Aloina julica (Schultz. ) Douin,soil,N/A,N/A,1200129,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/970/C2010976F.jpg,,,0278_C2010976F.jpg,Zd. Pilous,Zd. Pilous,N/A,1025,VII.1949,1949-07-00,1949-07-00,Pogonatum urnigerum Pal. var. humile Brid.,Pogonatum urnigerum var. humile,N/A,N/A,N/A,Slovakia,N/A,N/A,N/A,"Monts Málek Tatry: In terra montis Dumbier, ca 1840 m","Monts Málek Tatry, terra montis Dumbier, approximately 1840 meters",N/A,soil,ca 1840 m,N/A,1350857,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/990/C1042257F.jpg,,,0279_C1042257F.jpg,S. Churchill et al.,S. Churchill,et al.,22858,12 May 2004,2004-05-12,N/A,Neckera scabridens C. Müller,Neckera scabridens C. Müller,S. Churchill,Jun 2004,N/A,Bolivia,Chuquisaca,Belisario Boeto,"Monte Grande, cerca de Villa Serrano","Bosque montano de yungas Con Pumpupitys exigua, Podocarpus, Myrcianthes.",Bosque montano de yungas,Musgo sobre rama de árbol,bark,2740 m,"18°43'04""S 64°29'07""W",1183467,Typed,no type status
"Dillen et al., 2019",https://zenodo.org/record/1486506/files/K000931304.jpg,,,0280_K000931304.jpg,E. Círdulo (309); V. Mello & K. Pinheiro,E. Círdulo,"V. Mello, K. Pinheiro",1423,23/IV/2007,2007-04-23,N/A,Vigna peduncularis (Kunth) Fawc. & Rendle,Ancistrotropis peduncularis (Fawcett & Rendle) A. Delgado,G. P. Lewis,12.2012,N/A,Brasil,Pernambuco,N/A,Municipio de Mirandiba,"Municipio de Mirandiba, Serra das Umburanas (afloramento rochoso)",Serra das Umburanas,"Área aberta- arborizada, solo pedregoso, em embasamento cristalino.",soil,457 m,Latitude: 8º12'S Longitude: 38º32',Dupl. Herb. PEUFR,Typed,no type status
"Dillen et al., 2019",https://zenodo.org/record/1485174/files/EIG.6763.jpg,,,0281_EIG.6763.jpg,Ilkka Kukkonen,Ilkka Kukkonen,N/A,11003,13. Sept. 1981,1981-09-13,N/A,Arthropteris tenella (G. Forst.) J. Sm.,Arthropteris tenella (G. Forst.) J. Sm.,S. Kurvĕla,1982,N/A,Australia,Queensland,N/A,Atherton Tableland,Path of the rain forest islands.,[precise locality unknown],Rain forest. Fern climbing on tree stems.,bark,N/A,N/A,H78765,Typed,no type status
"Dillen et al., 2019",https://zenodo.org/record/1486594/files/K001046329.jpg,,,0282_K001046329.jpg,G. Pabst,G. Pabst,N/A,211,Data 23-9-60,1960-09-23,N/A,Avicennia tomentosa,Avicennia tomentosa,A. P. Duarte,N/A,N/A,Brazil,N/A,N/A,N/A,"Brasil: Ilha do ""Governador.""","Ilha do ""Governador""",Mangue; próximo ao leito da líquid.,N/A,N/A,N/A,N/A,Typed,no type status
"Dillen et al., 2019",https://zenodo.org/record/1486540/files/K000964719.jpg,,,0283_K000964719.jpg,W. Hoehne,W. Hoehne,N/A,10228,13/03/33,1933-03-13,N/A,Cestrum corymbosum Schltdl.,Cestrum corymbosum Schltdl.,Kuhlmann,N/A,N/A,Brasil,São Paulo,N/A,"Cantareira, São Paulo","Cantareira, São Paulo, - -, Alt -",[precise locality unknown],N/A,N/A,N/A,N/A,N/A,Typed,no type status
"Dillen et al., 2019",https://zenodo.org/record/1485130/files/EIG.5460.jpg,,,0284_EIG.5460.jpg,h. Eggert,H. Eggert,N/A,N/A,N/A,N/A,N/A,Cystopteris bulbifera (L.) Bernh.,Cystopteris bulbifera (L.) Bernh.,N/A,N/A,N/A,United States,Missouri,N/A,St. Louis,"St. Louis, Mo.","St. Louis, Missouri",N/A,N/A,N/A,N/A,N/A,Handwritten,no type status
"Dillen et al., 2019",https://zenodo.org/record/1485102/files/EIG.435.jpg,,,0285_EIG.435.jpg,T. Pocs,T. Pocs,N/A,19603,8.XI.1982,1982-11-08,1982-11-08,Dryopteris inaequalis (Schltr.) Kuntze,Dryopteris inaequalis (Schltr.) Kuntze,J. Särkelä,1983,N/A,Ethiopia,Bale Adm. Reg.,N/A,N/A,"Saneti plateau and Mount Batu, c. 4000-4200 m. In alpine belt dominated by Festuca schesleri, Euryops pectinata, and Helichrysum rosulate",Saneti plateau and Mount Batu,"In alpine belt dominated by Festuca schesleri, Euryops pectinata, and Helichrysum rosulate",soil,c. 4000-4200 m,06º55'N 39º40'E,1489739,Mix of Handwritten and Typed,no type status
"Dillen et al., 2019",https://zenodo.org/record/1484126/files/E00570050.jpg,,,0286_E00570050.jpg,"M. Vallejo, M.I.H. Wilcock seed 2.14",M. Vallejo,M.I.H. Wilcock,seed 2.14,22 March 2012,2012-03-22,N/A,Mimulus peregrinus,Mimulus peregrinus Nakielski & Mari. var. Nakielski & Mari,"M. Vallejo, M.I.H. Wilcock",N/A,N/A,Scotland,Scottish Borders,Selkirkshire,N/A,"ditch sides, 7 Sorrowlessfield Water, Melrose, Grid Ref: NT 54936 32752, WGS84 coordinates: N55.62370, W2.71579","ditch sides, 7 Sorrowlessfield Water, Melrose",Growing on the banks of a stream on a substrate of sand and silt/clay,sand and silt/clay,50 m,"N55.62370, W2.71579",E00570960,Typed,HOLOTYPE
"Dillen et al., 2019",https://zenodo.org/record/1485964/files/K000773283.jpg,,,0287_K000773283.jpg,T. R. Archer,T. R. Archer,N/A,648,Aug. 9/ 1902,1902-08-09,N/A,Monotropa Hypopitys Linnaeus,Monotropa Hypopitys Linnaeus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highgate Hill, Sissinghurst","Highgate Hill, Sissinghurst",N/A,soil,N/A,N/A,266 ex herb Lowen,Typed,no type status
"Dillen et al., 2019",https://zenodo.org/record/1480969/files/BR0000006918378.jpg,,,0288_BR0000006918378.jpg,Bart Van de Vijver & W. Van Looken,Bart Van de Vijver,W. Van Looken,N/A,25/04/2007,2007-04-25,2007-04-25,Ophrys oestrifera subsp. garganensis Van de Vijver & W. Van Looken,Ophrys oestrifera subsp. garganensis,N/A,N/A,N/A,Italia,N/A,N/A,N/A,"Promontorio del Gargano, Madonna di Loreto, Behind the Chapel of Madonna di Loreto","Promontorio del Gargano, Madonna di Loreto, Behind the Chapel of Madonna di Loreto",macchia-shrub with Cistus and Pinus,soil,N/A,N/A,BR - S.P. 691 837,Typed,no type status
"Dillen et al., 2019",https://zenodo.org/record/1486710/files/K001207911.jpg,,,0289_K001207911.jpg,G. Hatschbach 68083,G. Hatschbach,N/A,68083,N/A,N/A,N/A,Platycerium bifurcatum (Cav.) C. Chr.,Platycerium bifurcatum (Cav.) C. Chr.,G. Hatschbach,N/A,N/A,Brazil,Paraná,N/A,[precise locality unknown],"Rio Iguaçu, perto da usina Gov. Pedro Viriato Parigot de Souza, Lapa","Rio Iguaçu, perto da usina Gov. Pedro Viriato Parigot de Souza, Lapa","Em terreno arenoso, margens de rio",soil,N/A,N/A,N/A,Typed,no type status
"Dillen et al., 2019",https://zenodo.org/record/1485807/files/K000263710.jpg,,,0290_K000263710.jpg,"J.J. de Wilde, B.J. de Wilde-Sosef & B. van Nek",J.J. de Wilde,"B.J. de Wilde-Sosef, B. van Nek",10130,22-1-1991,1991-01-22,N/A,Hymenostegia gabonensis Jongkind,Rhynchostigma gabonense Jongkind,Jongkind,N/A,N/A,Gabon,N/A,N/A,N/A,"About 10 km on the road from Tchimbélé to Vasseko O 04 N., O 23 E.",About 10 km on the road from Tchimbélé to Vasseko,On tree in roadside,N/A,alt. ± 580 m.,"O 04 N., O 23 E.",K000236710,Typed,Isotype
"Dillen et al., 2019",https://zenodo.org/record/1480461/files/BM000934757.jpg,,,0291_BM000934757.jpg,Wilhelm Suksdorf,Wilhelm Suksdorf,N/A,12045,"Aug. 22, 1926",1926-08-22,1926-08-22,Solanum triflorum Nutt.,Solanum triflorum Nutt.,M. Nee,Dec. 2005,N/A,United States,Washington,Klickitat,N/A,High sandy river-bank at Bingen.,High sandy river-bank at Bingen,N/A,soil,N/A,N/A,BMOO0039478,Typed,no type status
"Dillen et al., 2019",https://zenodo.org/record/1485887/files/K000536956.jpg,,,0292_K000536956.jpg,J. Francis Macbride,J. Francis Macbride,N/A,5234,"Aug. 27-Sept. 1, 1923",1923-08-27,1923-09-01,Tococa umbellosa Macbr.,Tococa umbellosa Macbr.,T.F. Macbride,N/A,N/A,Peru,N/A,N/A,La Merced,Mountain slope.,Mountain slope.,N/A,N/A,about 4000 feet,N/A,N/A,Typed,Isotype
"Dillen et al., 2019",https://zenodo.org/record/1479535/files/B%2010%200375227.jpg,,,0293_B%2010%200375227.jpg,"X. Cornejo, C. Bonifaz",X. Cornejo,C. Bonifaz,5822,19 Jul 1997,1997-07-19,1997-07-19,Capparis scrobiphylla Miers nov.sp.,Capparis scrobiphylla Miers,N/A,N/A,"C. heterophylla, C. scabrida, C. lanceolata y C. crotonoides",Ecuador,Manabí,N/A,N/A,"Bosque seco tropical deciduo, frecuentemente intervenido. Bahía de Caráquez & 3 km Alr. Alrededores de Universidad Católica",Bahía de Caráquez & 3 km Alrededores de Universidad Católica,"Bosque seco tropical deciduo, frecuentemente intervenido",soil,0-45 m,Latitud 00°45' IMI hasta 80°32' 30,B 10 0375227,Typed,Isotype
"Dillen et al., 2019",https://zenodo.org/record/1479341/files/B%2010%200185601.jpg,,,0294_B%2010%200185601.jpg,M. l'Abbé Delavay,M. l'Abbé Delavay,N/A,N/A,2 avril 1887,1887-04-02,1887-04-02,Gentiana albescens,Gentiana albescens Franch.,N/A,N/A,N/A,Chine,Yunnan,N/A,N/A,Collines argileuses Mo-so-yen,Collines argileuses Mo-so-yen,Collines argileuses,soil,3100-4000 m,N/A,N/A,Handwritten,no type status
"Dillen et al., 2019",https://zenodo.org/record/1479171/files/B%2010%200030508.jpg,,,0295_B%2010%200030508.jpg,P. J. M. Maas & Nap,P. J. M. Maas,Nap,3685,16-19 de abril 1993,1993-04-16,1993-04-19,Herbario Nacional de Venezuela (VEN) Klarobelia subglobosa Chatrou,Klarobelia subglobosa Chatrou,Chatrou,1999,N/A,Venezuela,Distrito Federal,N/A,N/A,"Distrito Federal, Estado Miranda: Cordillera de la Costa: cursus Busteiro-Curucutí: ruta Fila Juan Torres-Río Brazo Grande-Cima Naiguatá-Río Curucutil Burger Joint a circa 500 mssnm","Cordillera de la Costa, ruta Fila Juan Torres-Río Brazo Grande-Cima Naiguatá-Río Curucuti Burger Joint a circa 500 meters",Fila Billarini en selva,"unknown, check",circa 500 mssnm,N/A,3685,Typed,Isotype
"Dillen et al., 2019",https://zenodo.org/record/1479203/files/B%2010%200069251.jpg,,,0296_B%2010%200069251.jpg,Kessler 283,Kessler,N/A,283,21.12.1988,1988-12-21,1988-12-21,Mallotus paniculatus,Mallotus paniculatus,Kessler,N/A,N/A,Sarawak,1st Division,N/A,Base of Gunung Pueh,"Sarawak, 1st Division, Base of Gunung Pueh",Base of Gunung Pueh,Secondary vegetation along road,N/A,up to 200 m,N/A,BGBM2003,Typed,no type status
"Dillen et al., 2019",https://zenodo.org/record/1479479/files/B%2010%200279821.jpg,,,0297_B%2010%200279821.jpg,M. Jacobs,M. Jacobs,N/A,5005,Aug. 1,1958-08-01,1958-08-01,Piptospatha grabowskii (Engl.) Engl. (Syn. P. havilandii (Engl.) Engl.),Piptospatha grabowskii (Engl.) Engl.,N/A,N/A,N/A,Borneo,Sarawak,N/A,N/A,"1st div., Slopes of Mount Penrissen (S. of Kuching), approx. 1°5' N., 110°5' E.",Slopes of Mount Penrissen,Primary forest on sandstone substrate. In very moist sandstone gorge on rocks.,rock,c. 700-900 m,"approx. 1°5' N., 110°5' E.",B 700071608,Mix of Handwritten and Typed,no type status
"Dillen et al., 2019",https://zenodo.org/record/1479168/files/B%2010%200030420.jpg,,,0298_B%2010%200030420.jpg,"P. J. M. & H. Maas, L. Kollmann",P. J. M. Maas,"H. Maas, L. Kollmann",8833,16 Feb 1939,1939-02-16,N/A,Annonaceae Pseudoxandra sp. nov. Det. P.J.M. Maas 1999,Pseudoxandra spiritus-sancti Maas,P.J.M. Maas,2001,N/A,Brazil,Espírito Santo,Santa Teresa,N/A,"Estação Biológica de Santa Lúcia, Municipio de Santa Teresa",Estação Biológica de Santa Lúcia,"High forest on Barroloisland, vegetation with dominance of Podocarpus and terrestrial and epiphytic Bromeliaceae",N/A,800-850m,19°58'S & 40°32'W,B 10 0094420,Typed,Isotype
"Dillen et al., 2019",https://zenodo.org/record/1479553/files/B%2010%200385068.jpg,,,0299_B%2010%200385068.jpg,"R. Berazaín, J. Bisse, M. A. Díaz, H. Dietrich, L. González Géigel, J. Gutiérrez, E. Köhler, L. Lepper, U. Rändel, H. Scharaschmidt",R. Berazaín,"J. Bisse, M. A. Díaz, H. Dietrich, L. González Géigel, J. Gutiérrez, E. Köhler, L. Lepper, U. Rändel, H. Scharaschmidt",HFC 39098,09-11-1979,1979-11-09,N/A,Planodes virginicum var. glanduliferum Urb.,Planodes virginicum var. glanduliferum Urb.,N/A,N/A,N/A,Cuba,Guantánamo,N/A,San Antonio del Sur,"Abra de Mariana, loma al oeste del barranco","Abra de Mariana, loma al oeste del barranco",Coordenadas de la cuadrícula (Cuba 1:250000): 16/71,N/A,"1,150-1,170 m",N/A,Mus. Bot. Berol. B 10 0358068,Typed,Isotype
